data/tgfranck/archifiguredelegates/tests/com.archimatetool.editor.tests/testdata/models/testCopySnapshot.archimate,testCopySnapshot.archimate,https://raw.githubusercontent.com/tgfranck/archifiguredelegates/1c3ad6afc3a059320412883ac1c67d8bac908e6f/tests/com.archimatetool.editor.tests/testdata/models/testCopySnapshot.archimate,4571
data/mmorga/archimate-diff/test/examples/merger_1_1.archimate,merger_1_1.archimate,https://raw.githubusercontent.com/mmorga/archimate-diff/395d31dd9cd36d9659b6db2ad6b4c786d188879a/test/examples/merger_1_1.archimate,1304
data/mmorga/archimate-diff/test/examples/base.archimate,base.archimate,https://raw.githubusercontent.com/mmorga/archimate-diff/395d31dd9cd36d9659b6db2ad6b4c786d188879a/test/examples/base.archimate,1459
data/mmorga/archimate-diff/test/examples/diff1.archimate,diff1.archimate,https://raw.githubusercontent.com/mmorga/archimate-diff/395d31dd9cd36d9659b6db2ad6b4c786d188879a/test/examples/diff1.archimate,1464
data/mmorga/archimate-diff/test/examples/merger_1_2.archimate,merger_1_2.archimate,https://raw.githubusercontent.com/mmorga/archimate-diff/395d31dd9cd36d9659b6db2ad6b4c786d188879a/test/examples/merger_1_2.archimate,2049
data/mmorga/archimate-diff/test/examples/merger_1_merged.archimate,merger_1_merged.archimate,https://raw.githubusercontent.com/mmorga/archimate-diff/395d31dd9cd36d9659b6db2ad6b4c786d188879a/test/examples/merger_1_merged.archimate,2372
data/smart-electric-power-alliance/Electric-Grid-Ontology/models/6.0/Test1.archimate,Test1.archimate,https://raw.githubusercontent.com/smart-electric-power-alliance/Electric-Grid-Ontology/dbd342defad270c489f567979c769dfc180ca6d0/models/6.0/Test1.archimate,4714
data/bab2501/os3/ls/a1/Lab1.archimate,Lab1.archimate,https://raw.githubusercontent.com/bab2501/os3/14cb7748edf9bcf3afba53688e0177a42d5c2be4/ls/a1/Lab1.archimate,7400
data/bab2501/os3/lia/Lab1.archimate,Lab1.archimate,https://raw.githubusercontent.com/bab2501/os3/14cb7748edf9bcf3afba53688e0177a42d5c2be4/lia/Lab1.archimate,7442
data/NRCan/gsip/docs/img/web-resource.archimate,web-resource.archimate,https://raw.githubusercontent.com/NRCan/gsip/522c730e69a83eeb902f76c006dbad83ec8856ac/docs/img/web-resource.archimate,6576
data/NRCan/gsip/docs/img/lds-behaviour.archimate,lds-behaviour.archimate,https://raw.githubusercontent.com/NRCan/gsip/522c730e69a83eeb902f76c006dbad83ec8856ac/docs/img/lds-behaviour.archimate,7303
data/NRCan/gsip/docs/models/application-collaboration.archimate,application-collaboration.archimate,https://raw.githubusercontent.com/NRCan/gsip/522c730e69a83eeb902f76c006dbad83ec8856ac/docs/models/application-collaboration.archimate,7394
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/legend.archimate,legend.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/legend.archimate,4955
data/jewzaam/needless-compass/src/main/docs/needless-compass.archimate,needless-compass.archimate,https://raw.githubusercontent.com/jewzaam/needless-compass/18a570c0a3c0ade3c6328c141d4788cd1618f0d5/src/main/docs/needless-compass.archimate,6454
data/normenmueller/armlet/tst/exp6.archimate,exp6.archimate,https://raw.githubusercontent.com/normenmueller/armlet/b57a5307b89dbfe545e9b80cd5ae88c2391b820c/tst/exp6.archimate,6070
data/normenmueller/armlet/tst/exp5.archimate,exp5.archimate,https://raw.githubusercontent.com/normenmueller/armlet/b57a5307b89dbfe545e9b80cd5ae88c2391b820c/tst/exp5.archimate,5417
data/normenmueller/armlet/tst/exp2.archimate,exp2.archimate,https://raw.githubusercontent.com/normenmueller/armlet/b57a5307b89dbfe545e9b80cd5ae88c2391b820c/tst/exp2.archimate,5417
data/normenmueller/armlet/tst/exp3.archimate,exp3.archimate,https://raw.githubusercontent.com/normenmueller/armlet/b57a5307b89dbfe545e9b80cd5ae88c2391b820c/tst/exp3.archimate,5417
data/normenmueller/armlet/tst/exp4.archimate,exp4.archimate,https://raw.githubusercontent.com/normenmueller/armlet/b57a5307b89dbfe545e9b80cd5ae88c2391b820c/tst/exp4.archimate,5417
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/iaas.archimate,iaas.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/iaas.archimate,5816
data/CapgeminiNorway/AgileArchitect/manuscript/introduction/Idea2Run.archimate,Idea2Run.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/introduction/Idea2Run.archimate,5750
data/robertorgarcia/EAPatterns/Appendix G - New Patterns/NewPattern001.archimate,NewPattern001.archimate,https://raw.githubusercontent.com/robertorgarcia/EAPatterns/2477ad53486e86b3a4b7c3bf3e32e9b0b2958553/Appendix%20G%20-%20New%20Patterns/NewPattern001.archimate,4985
data/robertorgarcia/EAPatterns/Appendix G - New Patterns/NewPattern002.archimate,NewPattern002.archimate,https://raw.githubusercontent.com/robertorgarcia/EAPatterns/2477ad53486e86b3a4b7c3bf3e32e9b0b2958553/Appendix%20G%20-%20New%20Patterns/NewPattern002.archimate,4992
data/robertorgarcia/EAPatterns/Appendix G - New Patterns/NewPattern003.archimate,NewPattern003.archimate,https://raw.githubusercontent.com/robertorgarcia/EAPatterns/2477ad53486e86b3a4b7c3bf3e32e9b0b2958553/Appendix%20G%20-%20New%20Patterns/NewPattern003.archimate,4977
data/robertorgarcia/EAPatterns/Appendix F - Translated Patterns/Pattern162.archimate,Pattern162.archimate,https://raw.githubusercontent.com/robertorgarcia/EAPatterns/2477ad53486e86b3a4b7c3bf3e32e9b0b2958553/Appendix%20F%20-%20Translated%20Patterns/Pattern162.archimate,4997
data/normenmueller/armlet/tst/exp0.archimate,exp0.archimate,https://raw.githubusercontent.com/normenmueller/armlet/b57a5307b89dbfe545e9b80cd5ae88c2391b820c/tst/exp0.archimate,5569
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/database source.archimate,database source.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/database%20source.archimate,6462
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/social network.archimate,social network.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/social%20network.archimate,6619
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/saas.archimate,saas.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/saas.archimate,6799
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/paas.archimate,paas.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/paas.archimate,6386
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/web application.archimate,web application.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/web%20application.archimate,6636
data/robertorgarcia/EAPatterns/Appendix F - Translated Patterns/Pattern007.archimate,Pattern007.archimate,https://raw.githubusercontent.com/robertorgarcia/EAPatterns/2477ad53486e86b3a4b7c3bf3e32e9b0b2958553/Appendix%20F%20-%20Translated%20Patterns/Pattern007.archimate,5807
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/mobile connected device.archimate,mobile connected device.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/mobile%20connected%20device.archimate,6895
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/web service.archimate,web service.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/web%20service.archimate,7512
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/social web service.archimate,social web service.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/social%20web%20service.archimate,7667
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/internet object.archimate,internet object.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/internet%20object.archimate,7821
data/robertorgarcia/EAPatterns/Appendix F - Translated Patterns/Pattern163.archimate,Pattern163.archimate,https://raw.githubusercontent.com/robertorgarcia/EAPatterns/2477ad53486e86b3a4b7c3bf3e32e9b0b2958553/Appendix%20F%20-%20Translated%20Patterns/Pattern163.archimate,6665
data/robertorgarcia/EAPatterns/Appendix F - Translated Patterns/Pattern008.archimate,Pattern008.archimate,https://raw.githubusercontent.com/robertorgarcia/EAPatterns/2477ad53486e86b3a4b7c3bf3e32e9b0b2958553/Appendix%20F%20-%20Translated%20Patterns/Pattern008.archimate,6477
data/magwas/org.rulez.magwas.styledhtml/org.rulez.magwas.styledhtml/doc/essential.archimate,essential.archimate,https://raw.githubusercontent.com/magwas/org.rulez.magwas.styledhtml/f4512dcd3ebeb91cfeabf38ad272b192c538de3b/org.rulez.magwas.styledhtml/doc/essential.archimate,4810
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/mam.archimate,mam.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/mam.archimate,8058
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/cloud.archimate,cloud.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/cloud.archimate,8593
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/app store.archimate,app store.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/app%20store.archimate,7987
data/CapgeminiNorway/AgileArchitect/manuscript/useful_material/archi/mdm.archimate,mdm.archimate,https://raw.githubusercontent.com/CapgeminiNorway/AgileArchitect/d840927f09f4525b6098e8b40a5b8dac592562dc/manuscript/useful_material/archi/mdm.archimate,8055
data/udistrital/autenticacion_documentacion/diagramas/archimate/ComponentesAU.archimate,ComponentesAU.archimate,https://raw.githubusercontent.com/udistrital/autenticacion_documentacion/801c4fe4b0fcaa068b3152d57594d6c78d48d203/diagramas/archimate/ComponentesAU.archimate,6451
data/robertorgarcia/EAPatterns/Appendix F - Translated Patterns/Pattern157.archimate,Pattern157.archimate,https://raw.githubusercontent.com/robertorgarcia/EAPatterns/2477ad53486e86b3a4b7c3bf3e32e9b0b2958553/Appendix%20F%20-%20Translated%20Patterns/Pattern157.archimate,7514
data/robertorgarcia/EAPatterns/Appendix F - Translated Patterns/Pattern159.archimate,Pattern159.archimate,https://raw.githubusercontent.com/robertorgarcia/EAPatterns/2477ad53486e86b3a4b7c3bf3e32e9b0b2958553/Appendix%20F%20-%20Translated%20Patterns/Pattern159.archimate,7560
data/robertorgarcia/EAPatterns/Appendix F - Translated Patterns/Pattern153.archimate,Pattern153.archimate,https://raw.githubusercontent.com/robertorgarcia/EAPatterns/2477ad53486e86b3a4b7c3bf3e32e9b0b2958553/Appendix%20F%20-%20Translated%20Patterns/Pattern153.archimate,8389
data/cesarmarinhorj/modular-python-demo/docs/ArquiteturaModular.archimate,ArquiteturaModular.archimate,https://raw.githubusercontent.com/cesarmarinhorj/modular-python-demo/014ca8ff3f3026b65a04fb3ab4c1865101e01ecd/docs/ArquiteturaModular.archimate,6692
data/cherkavi/java-web/spring-web/smava.archimate,smava.archimate,https://raw.githubusercontent.com/cherkavi/java-web/026eead349626eff4a12c2d0796818d5a3dea908/spring-web/smava.archimate,6244
data/alinaroze/Assignment06.arozenbaum-EIA/rozenbaum-06/Assignment06.archimate,Assignment06.archimate,https://raw.githubusercontent.com/alinaroze/Assignment06.arozenbaum-EIA/1ca7f2605ffc0f0ddeaecc58f7f8d980c7700da3/rozenbaum-06/Assignment06.archimate,8169
data/wilmerkrisp/patterns/domain driven design patterns/B supple design/3 side-effect free functions.archimate,3 side-effect free functions.archimate,https://raw.githubusercontent.com/wilmerkrisp/patterns/95c7c940d462b618b912d6524cb2aadfbbe52f08/domain%20driven%20design%20patterns/B%20supple%20design/3%20side-effect%20free%20functions.archimate,5099
data/wilmerkrisp/patterns/analysis patterns catalog/analysis patterns overview.archimate,analysis patterns overview.archimate,https://raw.githubusercontent.com/wilmerkrisp/patterns/95c7c940d462b618b912d6524cb2aadfbbe52f08/analysis%20patterns%20catalog/analysis%20patterns%20overview.archimate,5153
data/wilmerkrisp/patterns/enterprise patterns catalog/J common/Layer Supertype.archimate,Layer Supertype.archimate,https://raw.githubusercontent.com/wilmerkrisp/patterns/95c7c940d462b618b912d6524cb2aadfbbe52f08/enterprise%20patterns%20catalog/J%20common/Layer%20Supertype.archimate,4847
